,position,calculate_log_return,log_ret,cum_ret
2011-08-11,1,,-0.005785469014106041,-0.026025561401899044
2011-08-12,1,,0.005904540634229954,-0.020274689752495245
2011-08-15,1,,0.001920185700205797,-0.018393435221628285
2011-08-16,1,,0.004034396278682714,-0.014433245349556034
2011-08-17,1,,-0.00185481289287992,-0.016261287272875458
2011-08-18,1,,0.006495726730907843,-0.009871189420385007
2011-08-19,1,,-0.010129207748359384,-0.019900409840381883
2011-08-22,1,,0.000805537639217694,-0.01911090273032645
2011-08-23,1,,-0.012658577975403202,-0.03152756385333744
2011-08-24,1,,0.005175962594859466,-0.026514786749689878
2011-08-25,1,,-0.0006087299705138457,-0.02710737637484739
2011-08-26,1,,-0.008581968956965108,-0.035456710669258706
2011-08-29,1,,0.0002854495005604695,-0.03518138226905032
2011-08-30,1,,0.005846515128296798,-0.029540555624424036
2011-08-31,1,,-0.00043361113327355856,-0.029961357643895736
2011-09-01,1,,-8.231099151208454e-05,-0.030041202486353114
2011-09-02,1,,-0.0015457513033882609,-0.03154051756184273
2011-09-05,1,,0.0008339557641138626,-0.030732865194152637
2011-09-06,1,,-0.006599701746256303,-0.03712973919631968
2011-09-07,1,,-0.0046731625464324685,-0.041629388436181136
2011-09-08,1,,0.005541814944515734,-0.03631827585863212
2011-09-09,1,,0.004008218530219386,-0.03245562891469478
2011-09-13,1,,-0.005996144632661882,-0.03825716490224007
2011-09-14,1,,-0.0015121206509841674,-0.03971143610412742
2011-09-15,1,,-0.0024103895307979136,-0.042026105605086905
2011-09-16,1,,0.001036256536714899,-0.041033398895018
2011-09-19,1,,0.00390472820053496,-0.037288894964312314
2011-09-20,1,,-0.0022572378794268317,-0.03946196293754367
2011-09-21,1,,0.003070851070189211,-0.036512293678473084
2011-09-22,1,,0.0022161725687914395,-0.03437703865335551
2011-09-23,1,,-0.0030841221682433844,-0.03735513783460953
2011-09-26,1,,-0.00563336155899723,-0.042778064396098214
2011-09-27,1,,-0.004302699146592681,-0.046896702401520884
2011-09-28,1,,0.0027721146233842726,-0.04425459081265226
2011-09-29,1,,0.0026168270877726016,-0.04175357033687643
2011-09-30,1,,0.002780600308396612,-0.03908907001903528
2011-10-03,1,,0.000668060807662135,-0.038447123087060775
2011-10-04,1,,-0.010328681129720988,-0.04837869614206036
2011-10-05,1,,-0.002135205785782753,-0.05041060345593196
2011-10-06,1,,-0.00017499624204936584,-0.05057677803181715
2011-10-07,1,,0.003633599026459152,-0.04712695473677586
2011-10-11,1,,0.0007750098538659735,-0.046388468737213695
2011-10-12,1,,0.0036967702972360112,-0.04286318595333971
2011-10-13,1,,-0.0021290287025105175,-0.04490095770267455
2011-10-14,1,,0.012327910693090674,-0.033126582006176686
2011-10-17,1,,-0.011834948037172823,-0.04456947866665717
2011-10-18,1,,0.0031334409063564724,-0.041575693587929896
2011-10-19,1,,0.003740697026314035,-0.03799051863498715
2011-10-20,1,,-0.005262668353718208,-0.04305325548854366
2011-10-21,1,,0.004057737641134944,-0.03917021666277787
2011-10-24,1,,-0.001540774315812025,-0.0406506385148111
2011-10-25,1,,-0.0019386736626809242,-0.04251050385523225
2011-10-26,1,,0.02981756075722197,-0.013960502629533744
2011-10-27,1,,0.004156659860368943,-0.009861871830075697
2011-10-28,1,,-0.004674815197115127,-0.014490584598887524
2011-10-31,1,,0.00402524990962753,-0.010523662913607068
2011-11-01,1,,-0.00045707195373018123,-0.010975924796168823
2011-11-02,1,,0.00535392517940512,-0.005680763896897312
2011-11-03,1,,0.005905018521567941,0.0001907096086426474
2011-11-04,1,,-0.006715348145152359,-0.006525919217926446
2011-11-07,1,,0.003551595292847875,-0.002997501349054521
2011-11-08,1,,0.0019272332591301444,-0.0010760449742184264
2011-11-09,1,,-0.0027367038098601516,-0.0038098039676980333
2011-11-10,1,,-0.004405397793566361,-0.00819841805927124
2011-11-11,1,,0.0034620294854566277,-0.004764771738869911
2011-11-14,1,,-0.007682104313563117,-0.012410272578904702
2011-11-15,1,,3.0714489964615146e-06,-0.012407239247427482
2011-11-16,1,,-0.0011944991550156985,-0.01358691796564604
2011-11-17,1,,-0.0009688156400914818,-0.014542570387111708
2011-11-18,1,,-0.0011868182314465085,-0.015712129230890715
2011-11-21,1,,-0.002049806533535114,-0.017729728939272604
2011-11-22,1,,-0.0007682255378533833,-0.018484334046575568
2011-11-23,1,,-0.00504544001948776,-0.02343651246733125
2011-11-24,1,,-0.011192312099741756,-0.03436651580500916
2011-11-25,1,,0.013894363499353085,-0.020949653168457094
2011-11-28,1,,-0.005701388232676861,-0.026531599295080643
2011-11-29,1,,0.003869411566797372,-0.02276484940548118
2011-11-30,1,,0.010154202055339559,-0.012841806230764252
2011-12-01,1,,-0.003915041190401945,-0.01670657122081365
2011-12-02,1,,-0.005610898104912473,-0.022223730456923607
2011-12-05,1,,0.003589614376276692,-0.018713890702989677
2011-12-06,1,,-0.003923648200522363,-0.022564112179930484
2011-12-07,1,,-2.663206046711781e-05,-0.0225901433115977
2011-12-08,1,,0.0018583212012420187,-0.020773801852610796
2011-12-09,1,,0.0025382733407538624,-0.01828825809928547
2011-12-12,1,,-0.007257235729895554,-0.0254127716290653
2011-12-13,1,,-0.0016397267065492755,-0.027010828335287007
2011-12-14,1,,0.0007624671562159576,-0.02626895604853896
2011-12-15,1,,0.005414161759597122,-0.02099701866624437
2011-12-16,1,,-0.005823330436947243,-0.026698076525307313
2011-12-19,1,,0.004909480784106222,-0.021919669434874778
2011-12-20,1,,-0.011341249763131812,-0.033012322752220324
2011-12-21,1,,0.0017173058654083055,-0.03135170914230512
2011-12-22,1,,-0.0017808512087547318,-0.03307672762193725
2011-12-23,1,,-0.00295310759294988,-0.035932156079396815
2011-12-26,1,,0.010500990879629074,-0.025808488443042954
2011-12-27,1,,-0.002560363743975038,-0.028302773068921594
2011-12-28,1,,0.0020926923703146307,-0.02626930969586705
2011-12-29,1,,-0.0033574090278579182,-0.029538521906196546
2011-12-30,1,,0.0016908950265859266,-0.027897573419394472
2012-01-03,1,,-0.004750952154409296,-0.0325159855372642
2012-01-04,1,,0.004389990238767923,-0.02826874015760883
2012-01-05,1,,-0.0031149262556395586,-0.03129561137231762
2012-01-06,1,,0.004242039149285016,-0.02718632943167476
2012-01-09,1,,0.00028453947284883636,-0.02690952554267112
2012-01-10,1,,-0.0023725725333790305,-0.029218253274861383
2012-01-11,1,,0.00044930405653225526,-0.02878207709805025
2012-01-12,1,,-9.999178719858904e-05,-0.02887919091392044
2012-01-13,1,,-0.005529229265442678,-0.03424874051179949
2012-01-16,1,,0.004124468381875124,-0.030265529977284378
2012-01-17,1,,0.00022145302589643746,-0.03005077934458178
2012-01-18,1,,0.008739792321064957,-0.021573624594074525
2012-01-30,1,,0.0034618918449293447,-0.018186418304192875
2012-01-31,1,,-0.004344679819417442,-0.022452083959016655
2012-02-01,1,,0.007372199943120874,-0.015245405267981349
2012-02-02,1,,0.0028141304416107915,-0.012474177385429996
2012-02-03,1,,0.0011459697252350553,-0.01134250268982595
2012-02-06,1,,0.001813730392554214,-0.009549344539127813
2012-02-07,1,,-0.005575225629465927,-0.015071330418174544
2012-02-08,1,,0.007392405957918965,-0.007790337853032736
2012-02-09,1,,0.002181956296543351,-0.005625379733220082
2012-02-10,1,,0.0038132386587318564,-0.0018335919899569175
2012-02-13,1,,-0.004688849068837409,-0.006513843622699578
2012-02-14,1,,0.010232252015293255,0.0036517571030580953
2012-02-15,1,,-0.006868575319289724,-0.0032419005849417815
2012-02-16,1,,0.0016664684076644937,-0.0015808347021827318
2012-02-17,1,,-0.006108410208975972,-0.007679588524325265
2012-02-20,1,,0.0003870198453034151,-0.007295540832184644
2012-02-21,1,,0.004618472981175078,-0.0027107621092260503
2012-02-22,1,,-0.0019573369164292763,-0.004662793150907341
2012-02-23,1,,0.004662546893553407,-2.198674907494258e-05
2012-02-24,1,,-0.0022073816680508273,-0.0022293198839788975
2012-02-29,1,,-0.0025297443562730558,-0.00475342463085715
2012-03-01,1,,-0.002520634048911147,-0.007262077035794845
2012-03-02,1,,0.0033181171392118168,-0.003968056318861768
2012-03-05,1,,0.005619942069672269,0.0016295855041692509
2012-03-06,1,,-0.004957513886214769,-0.003336007074811187
2012-03-07,1,,-0.0037017798462266934,-0.007025437757281483
2012-03-08,1,,0.006095200996925956,-0.0009730582155775824
2012-03-09,1,,0.001972829411858376,0.000997851518413695
2012-03-12,1,,-0.003439686628555173,-0.002445267406666729
2012-03-13,1,,0.002521383114900084,6.995025228273555e-05
2012-03-14,1,,-0.008551208014347007,-0.008481855921222192
2012-03-15,1,,0.006469063668213542,-0.002067661918987551
2012-03-16,1,,0.003062452236529981,0.0009884582016741472
2012-03-19,1,,-0.0011696375730471718,-0.00018233550922508446
2012-03-20,1,,-0.00444475722634704,-0.0046262822984999286
2012-03-21,1,,0.00042362222141372277,-0.004204619873070303
2012-03-22,1,,-0.0012962198591096464,-0.005495389620400526
2012-03-23,1,,-0.0003100856617624794,-0.005803771240635913
2012-03-26,1,,0.00889195109315508,0.003036573002491494
2012-03-27,1,,-0.0014118985699851498,0.001620387099426468
2012-03-28,1,,-0.006648715109851748,-0.005039101502617105
2012-03-29,1,,-0.0050342716710745595,-0.010048004967749269
2012-03-30,1,,-0.00816698329403635,-0.01813292637307562
2012-04-02,1,,0.0020480747987435075,-0.016121989163864314
2012-04-03,1,,-0.00024804359267208354,-0.01636603380042312
2012-04-05,1,,-0.012008316933549172,-0.028177822213151682
2012-04-06,1,,0.005656696788127387,-0.02268051882143396
2012-04-09,1,,0.0007402574042170494,-0.02195705083920596
2012-04-10,1,,-0.0009644557651025422,-0.02290033000004199
2012-04-11,1,,0.007333857260981236,-0.015734420490510326
2012-04-12,1,,0.0034079625132040175,-0.012380080292505036
2012-04-13,1,,-0.0055875259798345445,-0.01789843225207277
2012-04-16,1,,0.008181643802125054,-0.009863227047250511
2012-04-17,1,,-0.009760711661919011,-0.019527666593905257
2012-04-18,1,,-0.00036530680405679893,-0.019885839808487904
2012-04-19,1,,-0.0012661289507906904,-0.02112679072178625
2012-04-20,1,,0.002738090709609923,-0.01844654708157545
2012-04-23,1,,-0.0035365523009194054,-0.021917862203969518
2012-04-24,1,,-0.0032988793950273136,-0.025144437214989046
2012-04-25,1,,0.006083605851844434,-0.01921380020852692
2012-04-26,1,,0.0019807713087004537,-0.01727108704401048
2012-04-27,1,,0.00020282665882394277,-0.017071763422065955
2012-04-30,1,,-0.007782072147983992,-0.024720981875406056
2012-05-02,1,,0.006828756420379555,-0.018061039018726355
2012-05-03,1,,0.0020271391935379243,-0.016070512065259224
2012-05-04,1,,0.0017727475127341853,-0.014326253512817022
2012-05-07,1,,0.005156234664021189,-0.009243888373764109
2012-05-08,1,,9.882896965078099e-06,-0.009234096833195427
2012-05-09,1,,-0.000940984330203126,-0.01016639202297498
2012-05-10,1,,0.00014129707335738332,-0.010026531431057029
2012-05-11,1,,-0.0008801779682379976,-0.010897884267231595
2012-05-14,1,,-0.005293878444174207,-0.016134070636796394
2012-05-15,1,,-0.0004814478138044176,-0.01660775073756493
2012-05-16,1,,0.004561418484563424,-0.01212208715420282
2012-05-17,1,,0.004964244260488899,-0.007218019895294359
2012-05-18,1,,-0.003178417533321595,-0.0103734955476249
2012-05-21,1,,-0.010116358013549294,-0.020384911566362462
2012-05-22,1,,0.004928632924264343,-0.015556748388402264
2012-05-23,1,,0.002846910030708239,-0.012754127020726203
2012-05-24,1,,-0.0010144941909560599,-0.013755682223908994
2012-05-25,1,,-0.0035025386371917433,-0.017210041052630576
2012-05-28,1,,0.0020594523118797393,-0.015186031999584237
2012-05-29,1,,0.0037605605529401225,-0.011482579439537455
2012-05-30,1,,0.005950565282508816,-0.005600341995595115
2012-05-31,1,,-0.004199888999491418,-0.009776710180345871
2012-06-01,1,,-0.0020386340867215285,-0.011795413132437815
2012-06-04,1,,-0.009766978074290798,-0.021447185665286916
2012-06-05,1,,0.007160734320294513,-0.014440028943459637
2012-06-06,1,,0.007456923735493144,-0.007090783402536216
2012-06-07,1,,-0.0008306012377468304,-0.007915495026812325
2012-06-08,1,,-0.003302427797067677,-0.01119178247307595
2012-06-11,1,,0.0008779814856673647,-0.010323627165211513
2012-06-12,1,,0.009262438665285326,-0.0011568104633472576
2012-06-13,1,,-0.0011040761168162967,-0.002259609373359228
2012-06-14,1,,-0.0029480462033864845,-0.005200994143911508
2012-06-15,1,,-0.0018390958272280252,-0.007030524844512054
2012-06-18,1,,-0.009015701305244352,-0.01598284103773917
2012-06-19,1,,0.01109252323029858,-0.005067607842937916
2012-06-20,1,,0.0001135750364780076,-0.004954608360205559
2012-06-21,1,,-0.002014898519970061,-0.0069595238471236165
2012-06-22,1,,0.007581749024593823,0.0005694598143306528
2012-06-25,1,,0.00489381814503366,0.005466064792136738
2012-06-26,1,,-0.00995672057138272,-0.004545079859006429
2012-06-27,1,,0.0014395866059608534,-0.0031120362891335906
2012-06-28,1,,-0.00376379800045822,-0.006864121213629448
2012-06-29,1,,-0.0020878642681325514,-0.008937654128347905
2012-07-02,1,,7.598930396227101e-05,-0.008862343990501786
2012-07-03,1,,-0.0016658625401662784,-0.010513443083796314
2012-07-04,1,,-0.005786219283668152,-0.01623882928035525
2012-07-05,1,,-0.00027115923967706166,-0.016505585211431417
2012-07-06,1,,-0.0026706641229423027,-0.019132168460121335
2012-07-09,1,,0.0003202846142764563,-0.018818011585040373
2012-07-10,1,,-0.002395355300183652,-0.02116829106143492
2012-07-11,1,,-0.0007594462951448116,-0.021911661176358566
2012-07-12,1,,0.0017011427643088951,-0.02024779327591375
2012-07-13,1,,0.001211159609263752,-0.019061156976042604
2012-07-16,1,,-0.0018376121205937995,-0.02086374208354458
2012-07-17,1,,-0.006114521644362776,-0.026850691925355163
2012-07-18,1,,0.004648858266048773,-0.022326658720412618
2012-07-19,1,,-0.0012647835400993416,-0.023563203870056948
2012-07-20,1,,-0.0052019584180420676,-0.028642587481371162
2012-07-23,1,,0.005738592076746752,-0.023068363530202474
2012-07-24,1,,-0.005289115770179528,-0.02823546805504218
2012-07-25,1,,-0.0026249454089413075,-0.03078629690174306
2012-07-26,1,,0.0011989123431407997,-0.029624294629957304
2012-07-27,1,,0.003308758228793403,-0.026413556029793006
2012-07-30,1,,0.0038433173172058668,-0.022671754389885446
2012-07-31,1,,-0.01256299188600321,-0.034949921209447066
2012-08-01,1,,0.006300916843134772,-0.02886922091352717
2012-08-03,1,,-0.00010061661472623124,-0.02896693280497531
2012-08-06,1,,-0.009851449132464682,-0.038533015672388315
2012-08-07,1,,0.0028043445666524015,-0.03583673095887352
2012-08-08,1,,-0.0010561769691195975,-0.036855057998105845
2012-08-09,1,,-0.0014819805521627837,-0.038282420071066525
2012-08-10,1,,-0.0005640170709888617,-0.03882484520361651
2012-08-13,1,,0.004187634038409954,-0.03479979540851719
2012-08-14,1,,-0.008413925201273788,-0.042920917734204145
2012-08-15,1,,0.003846660359029916,-0.039239359567995624
2012-08-16,1,,-6.8181450225487825e-06,-0.03924591017337409
2012-08-17,1,,-0.0010691968107416077,-0.040273145382123676
2012-08-20,1,,0.006640096830308718,-0.03390046613681341
2012-08-21,1,,-0.004908807675602601,-0.03864286294403718
2012-08-22,1,,-0.0026620326945089486,-0.041202027073979686
2012-08-23,1,,0.0015754154964406353,-0.03969152188947611
2012-08-24,1,,0.0028296824627048922,-0.03697415383017988
2012-08-27,1,,-0.005133814445058966,-0.04191814983021169
2012-08-28,1,,0.0008484840442174246,-0.04110523266728838
2012-08-29,1,,0.0021985160833137216,-0.03899708709910199
2012-08-30,1,,-0.0019597150936208683,-0.0408803790125275
2012-08-31,1,,-0.0021485954740269107,-0.042941139089231584
2012-09-03,1,,0.005275968150101586,-0.03789172702129384
2012-09-04,1,,-0.0030119836598538285,-0.04078958141851585
2012-09-05,1,,-0.0008391328845477544,-0.04159448642394836
2012-09-06,1,,0.005076033352056906,-0.036729588072241026
2012-09-07,1,,-0.00824409004138725,-0.04467087608237763
2012-09-10,1,,0.002951164372473744,-0.04185154280788539
2012-09-11,1,,0.0007634661840007538,-0.041120028861566627
2012-09-12,1,,-0.004612720226155784,-0.04554307389889256
2012-09-13,1,,-0.0005893896484412344,-0.04610562093101955
2012-09-14,1,,-8.616181483138751e-05,-0.046187810201877566
2012-09-17,1,,0.0013162681220718593,-0.04493233762200288
2012-09-18,1,,-0.003595378830149058,-0.048366167676676675
2012-09-19,1,,0.0007656603033913574,-0.0476375394279025
2012-09-20,1,,0.00364751898226273,-0.04416377927497139
2012-09-21,1,,0.0012241227375424592,-0.042993718423815275
2012-09-24,1,,0.00052238753676938,-0.042493790269709786
2012-09-25,1,,-0.004623268828278219,-0.0469205988820387
2012-09-26,1,,0.004437925083546708,-0.04269090390120567
2012-09-27,1,,-0.002976175070155678,-0.045540023367448224
2012-09-28,1,,-0.0031892698463871836,-0.0485840537905059
2012-10-01,1,,0.004261259884410698,-0.04452982318553467
2012-10-02,1,,-0.0016892761693696806,-0.04614387618577076
2012-10-03,1,,0.0004412944830396184,-0.04572294474071792
2012-10-04,1,,-0.0018260408075251437,-0.04746549358530627
2012-10-05,1,,0.002025669133235487,-0.04553597383732033
2012-10-08,1,,0.001807608862857085,-0.04381067620435042
2012-10-09,1,,-0.010395906074169438,-0.05375113060365355
2012-10-11,1,,0.0062412922774697935,-0.04784531484252563
2012-10-12,1,,0.0023840407134658867,-0.045575339307592944
2012-10-15,1,,0.001573193228093436,-0.04407384489466637
2012-10-16,1,,-0.005961328850202039,-0.049772435061758546
2012-10-17,1,,-0.00026938398579685093,-0.05002841115061574
2012-10-18,1,,-0.0004669508538652926,-0.0504720011951767
2012-10-19,1,,-0.0022197693359336758,-0.05257973433053409
2012-10-22,1,,0.003894490318686386,-0.04889001527815706
2012-10-23,1,,-0.0010317452085473104,-0.04987131844769532
2012-10-24,1,,0.03461582446421615,-0.016981830788663665
2012-10-25,1,,-0.002222931713292576,-0.019167013051746395
2012-10-26,1,,-0.00021334034775187294,-0.019376264302268464
2012-10-29,1,,-0.005951505815862932,-0.025212452168446697
2012-10-30,1,,-0.008430243830653987,-0.03343014887975193
2012-10-31,1,,0.004464363933231182,-0.029115029297462125
2012-11-01,1,,0.0010359010631813912,-0.028109288524084675
2012-11-02,1,,0.0006496778283684965,-0.027477872677241555
2012-11-05,1,,-0.0013923418484732065,-0.028831955933679265
2012-11-06,1,,0.0011088527938719502,-0.027755073534697305
2012-11-07,1,,-0.0012298579018806689,-0.02895079664007405
2012-11-08,1,,0.003045135901482762,-0.025993819848816546
2012-11-09,1,,0.00178848074178227,-0.024251828553239263
2012-11-12,1,,-0.0052158024031373415,-0.029341138210728146
2012-11-13,1,,0.00019728361970110215,-0.02914964311697943
2012-11-14,1,,0.003992401118241032,-0.02527361906651493
2012-11-15,1,,-0.0023400293872127068,-0.02755450744239074
2012-11-16,1,,4.942075311834002e-05,-0.02750644845378203
2012-11-19,1,,-0.005654384342247732,-0.03300530076458186
2012-11-20,1,,-0.0017184230091171794,-0.034667006705442316
2012-11-21,1,,0.000915078460881179,-0.0337836512757006
2012-11-22,1,,-0.0017100966202192658,-0.035435974588054586
2012-11-23,1,,-0.00044770674873972964,-0.03586781641182313
2012-11-26,1,,0.0063450443750055615,-0.029750354923585243
2012-11-27,1,,-0.002772527944220689,-0.0324403991774298
2012-11-28,1,,-0.002518440972943916,-0.03487714091990668
2012-11-29,1,,0.0020260397118998324,-0.03292176368054811
2012-11-30,1,,-0.0018199680220513114,-0.034681815145471306
2012-12-03,1,,-1.8589958020372425e-05,-0.03469976037000411
2012-12-04,1,,0.007989944459837816,-0.026987065068292182
2012-12-05,1,,-0.004236707785783933,-0.031109436545385782
2012-12-06,1,,0.0027947846980890495,-0.02840159602451986
2012-12-07,1,,-0.0008461409872301913,-0.029223705257251043
2012-12-10,1,,-0.0022775371169397483,-0.0314346843007729
2012-12-11,1,,-0.0002451933552282726,-0.031672170080287
2012-12-12,1,,0.001515758942502421,-0.030204418512812303
2012-12-13,1,,-0.0014694042889791268,-0.03162944029968262
2012-12-14,1,,-0.004318970334819416,-0.035811804020140725
2012-12-17,1,,-0.00017377755549860004,-0.03597935828787879
2012-12-18,1,,0.002491060906384961,-0.03357792415436145
2012-12-19,1,,0.002935445818910579,-0.030741044512517468
2012-12-20,1,,0.007919462356588424,-0.023065034700748166
2012-12-21,1,,-0.0013904093213290686,-0.02442337418283247
2012-12-24,1,,-0.0037637057313108318,-0.028095157520753422
2012-12-25,1,,0.004638412675185798,-0.023587061780323326
2012-12-26,1,,-0.004109706300591515,-0.027599832184503792
2012-12-27,1,,0.0059580425702009145,-0.021806230589388687
2012-12-28,1,,-0.0007379979179067815,-0.022528135554523043
2013-01-02,1,,-0.000754662914624889,-0.023265797320709325
2013-01-03,1,,-0.005184074572848211,-0.028329260265250178
2013-01-04,1,,-0.00012042544044336379,-0.02844627414204859
2013-01-07,1,,0.002766587629847767,-0.02575838562235755
2013-01-08,1,,0.0024112599899812257,-0.023409235797034023
2013-01-09,1,,0.0032603628129082574,-0.020225195585997113
2013-01-10,1,,-0.003141277621856248,-0.02330294025356139
2013-01-11,1,,0.0006722632068419456,-0.022646342756063254
2013-01-14,1,,0.0067553680214782015,-0.016043959114242723
2013-01-15,1,,-0.00013335961684041595,-0.01617517911484312
2013-01-16,1,,-0.004595080349076353,-0.020695933216226092
2013-01-17,1,,0.000520511170377617,-0.020186194510268818
2013-01-18,1,,-0.007568495358329366,-0.027601910749144865
2013-01-21,1,,0.003641414153910317,-0.024061006583711464
2013-01-22,1,,-0.0036963439285789905,-0.027668412756689298
2013-01-23,1,,0.005246666444833106,-0.022566913244648434
2013-01-24,1,,0.0010861862646875213,-0.02150523885116362
2013-01-25,1,,-0.0009654510035078662,-0.022449927600242003
2013-01-28,1,,-0.0021772277472511224,-0.024578276742198146
2013-01-29,1,,0.0029354710385611966,-0.021714954523191388
2013-01-30,1,,0.0012585172145871562,-0.02048376595268564
2013-01-31,1,,-1.0223291650704826e-05,-0.020493779832822856
2013-02-01,1,,-0.0010008937288794395,-0.021474161465986574
2013-02-04,1,,0.0009485063582465773,-0.020546023486428422
2013-02-05,1,,0.0008518577012242902,-0.019711668073540634
2013-02-06,1,,-0.0018356353002638697,-0.021511119940061607
2013-02-18,1,,0.004052629765956028,-0.017545666779073765
2013-02-19,1,,-0.0050915352125455275,-0.022547867611386052
2013-02-20,1,,0.0004841253606431658,-0.022074658245281986
2013-02-21,1,,-9.849737334106834e-05,-0.022170981322768513
2013-02-22,1,,-0.003716814778772392,-0.025805390670500583
2013-02-25,1,,0.001303064431035815,-0.024535952326176447
2013-02-26,1,,-0.002118596793531059,-0.026602567329783056
2013-02-27,1,,0.0029444575869105216,-0.02373643987407814
2013-03-01,1,,-0.0014242819638160733,-0.025126914454696392
2013-03-04,1,,0.0052038262839806115,-0.02005384426859047
2013-03-05,1,,0.0020395148811246733,-0.01805522950127525
2013-03-06,1,,-0.008458665638877809,-0.026361171990768484
2013-03-07,1,,0.00811079375173491,-0.01846418826810481
2013-03-08,1,,-0.0034416073378878685,-0.021842249120161084
2013-03-11,1,,0.0015183949686507243,-0.020357019312678304
2013-03-12,1,,0.0003413518383376978,-0.020022616380306002
2013-03-13,1,,0.002877779485174463,-0.01720245756979033
2013-03-14,1,,-0.0002571039524886069,-0.017455138702445194
2013-03-15,1,,-0.003394691713583513,-0.02079057560131603
2013-03-18,1,,-0.0021229379115739553,-0.02286937641174247
2013-03-19,1,,-2.5693296200771544e-05,-0.022894482118281156
2013-03-20,1,,0.0053041839765750835,-0.017711734686909897
2013-03-21,1,,-0.001657582046066632,-0.019339958079554798
2013-03-22,1,,0.0014544027425795528,-0.01791368342504751
2013-03-25,1,,-0.0035812090773507162,-0.021430739856707626
2013-03-26,1,,0.005072980136925474,-0.016466477437394933
2013-03-27,1,,-0.001036843434658613,-0.017486247713030645
2013-03-28,1,,0.002347980085748528,-0.015179324988686904
2013-03-29,1,,-0.0028914962312797466,-0.01802693025896851
2013-04-01,1,,-0.000790915565099367,-0.01880358804433513
2013-04-02,1,,-0.002869107365018196,-0.021618745896406555
2013-04-03,1,,0.004741521269908333,-0.016979730369994894
2013-04-08,1,,-0.0030760840993927056,-0.020003583390784563
2013-04-09,1,,1.5558933750387956e-05,-0.019988335691462855
2013-04-10,1,,0.005455083997851734,-0.01464228974378523
2013-04-11,1,,-0.0017052533530384415,-0.016322574283141877
2013-04-12,1,,0.0009640604536718583,-0.015374249777838522
2013-04-15,1,,-0.003082027904942464,-0.018408893815948124
2013-04-16,1,,-0.0021254165883409283,-0.020495183835999686
2013-04-17,1,,0.007702307544710854,-0.012950736500379034
2013-04-18,1,,0.0030709803285376247,-0.009919527628874159
2013-04-19,1,,-0.0018154897585230527,-0.011717008586577649
2013-04-22,1,,-0.010149196460031366,-0.02174728682453997
2013-04-23,1,,0.0001705944350537293,-0.021580402355596107
2013-04-24,1,,0.0035992254867626573,-0.01805884960300619
2013-04-25,1,,0.0029445538582160884,-0.01516747100006366
2013-04-26,1,,-0.003913247245197417,-0.01902136418115341
2013-04-29,1,,-0.0006411993898205238,-0.01965036708386747
2013-04-30,1,,-0.0034842797744571584,-0.02306617948173373
2013-05-02,1,,0.003850258914876523,-0.01930473133003885
2013-05-03,1,,-0.003169233108413819,-0.022412783244772472
2013-05-06,1,,0.0011542649722099884,-0.021284388563191592
2013-05-07,1,,0.0004238866927042871,-0.02086952403956166
2013-05-08,1,,-0.005214538658294291,-0.025975237757971392
2013-05-09,1,,-0.0007863769336782387,-0.026741188363829993
2013-05-10,1,,-0.0018938270355791543,-0.028584372213922182
2013-05-13,1,,0.0035774147705655854,-0.025109215598722034
2013-05-14,1,,-0.003326068583192654,-0.028351769208763145
2013-05-15,1,,-0.0027023609286172504,-0.030977513424013448
2013-05-16,1,,0.004974355868938779,-0.026157250730780568
2013-05-17,1,,5.669010452095663e-05,-0.026102043483537507
2013-05-20,1,,0.0036621066808863673,-0.022535525270476975
2013-05-21,1,,0.0011026016457821473,-0.021457771331946485
2013-05-22,1,,-0.0012344379281797504,-0.022665720973339853
2013-05-23,1,,0.007363060186283836,-0.015469549854748355
2013-05-24,1,,0.004291786990919669,-0.011244154876650758
2013-05-27,1,,-0.0030736909182900304,-0.01428328473821261
2013-05-28,1,,-0.0019944722561347755,-0.016249269379210562
2013-05-29,1,,0.002565041288652858,-0.013725908137425802
2013-05-30,1,,0.00078545380180078,-0.012951235402354655
2013-05-31,1,,-0.0015242398103768508,-0.014455734424137723
2013-06-03,1,,0.001359272503220779,-0.013116111203233527
2013-06-04,1,,0.0035281112092542346,-0.009634275092937239
2013-06-05,1,,-0.003154369685137131,-0.012758254712782913
2013-06-06,1,,-0.0011346038596700295,-0.013878383007413175
2013-06-07,1,,0.0017985648719852463,-0.012104779307585134
2013-06-10,1,,-0.004822395165292328,-0.016868800443667675
2013-06-11,1,,0.0021346322382225945,-0.014770176890692377
2013-06-13,1,,-0.005387389830629551,-0.020077994020544443
2013-06-14,1,,0.005673758724893409,-0.01451815298940351
2013-06-17,1,,0.0023037873988805747,-0.012247812328435081
2013-06-18,1,,-0.00029295650754139024,-0.012537180759651712
2013-06-19,1,,-0.0015209656699867373,-0.014039077808104539
2013-06-20,1,,-0.00107931190754839,-0.015103237171803618
2013-06-21,1,,-0.005562488452137716,-0.020581714041583266
2013-06-24,1,,0.014258068496580133,-0.006617101033585149
2013-06-25,1,,-0.0030307412265190214,-0.009627787539201682
2013-06-26,1,,-0.0005933037326422002,-0.010215379069559827
2013-06-27,1,,-0.0017094374699269718,-0.011907353987735791
2013-06-28,1,,0.004607095590953381,-0.007355116714839238
2013-07-01,1,,0.0031392907500534402,-0.004238915814654298
2013-07-02,1,,-0.009184327707157589,-0.013384311929847015
